State,Weather,Budget Level,Budget (INR),Transportation Options,Food,Hotels,Famous Places to Visit,Activities,Popularity,Reviews,Season,Language,Safety,Family-Friendly,Cultural Highlights,Number of Days in Package,Average Daily Activity Cost,Average Daily Food Cost,Number of Famous Places Covered,Overall Rating (Out of 5),Discount Percentage,Train Cost (Low),Train Cost (High),Bus Cost (Low),Bus Cost (High),Flight Cost (Low),Flight Cost (High),Car Rental Cost (Low),Car Rental Cost (High)
Mizoram,Pleasant,Medium,5932,Cost Level: Low,Local Cuisine: 901 INR per day,Luxury Resort: 3413 INR per night,"Phawngpui National Park, Vantawng Falls","River Rafting, Boating, Trekking",High,4.2/5,Monsoon,Mizo,Safe for Solo Travelers,No,Local Traditions,4,667,901,2,4.2,28,641,1013,104,999,4675,6658,1238,2651
Manipur,Rainy,Low,11063,Cost Level: High,Local Cuisine: 1878 INR per day,Luxury Resort: 3674 INR per night,"Kangla Fort, Loktak Lake","Boating, Trekking",Moderate,3.6/5,Monsoon,Manipuri,Safe for Solo Travelers,Yes,Festival,7,1217,1878,2,3.6,8,675,1050,296,767,3971,8106,1160,3883
Tripura,Chilly,High,39381,Cost Level: High,Local Cuisine: 1543 INR per day,Luxury Resort: 3679 INR per night,"Neermahal, Ujjayanta Palace","Boating, River Rafting, Wildlife Safari",Low,4.2/5,Monsoon,"Bengali, Kokborok",Moderately Safe,No,Festival,8,811,1543,2,4.2,9,495,1473,168,514,3523,6269,910,3002
Nagaland,Pleasant,Low,15946,Cost Level: Low,Local Cuisine: 1753 INR per day,Luxury Resort: 1598 INR per night,"Kohima War Cemetery, Dzükou Valley",Boating,Low,4.8/5,Winter,"English, Nagamese",Safe for Solo Travelers,No,Art Exhibitions,6,1016,1753,2,4.8,8,505,1014,171,739,3734,7817,1124,3718
Arunachal Pradesh,Rainy,High,20255,Cost Level: Low,Local Cuisine: 1861 INR per day,3-star: 1836 INR per night,"Tawang Monastery, Ziro Valley",Trekking,Low,4.9/5,Winter,"Hindi, English",Very Safe,Yes,Festival,4,1020,1861,2,4.9,9,327,1341,205,730,3018,9445,1072,3988
Mizoram,Pleasant,Medium,15375,Cost Level: High,Local Cuisine: 971 INR per day,3-star: 3724 INR per night,"Phawngpui National Park, Vantawng Falls",Trekking,Low,4.5/5,Summer,Mizo,Moderately Safe,Yes,Local Traditions,3,607,971,2,4.5,15,301,1910,192,522,3610,6144,1833,2527
Tripura,Sunny,Medium,29209,Cost Level: Low,Local Cuisine: 1089 INR per day,Homestay: 2098 INR per night,"Neermahal, Ujjayanta Palace","Cultural Tours, Wildlife Safari",Moderate,4.1/5,Monsoon,"Bengali, Kokborok",Safe for Solo Travelers,No,Festival,7,1707,1089,2,4.1,18,409,1133,194,513,3445,7354,1960,2800
Nagaland,Chilly,High,45253,Cost Level: Low,Local Cuisine: 871 INR per day,Luxury Resort: 2770 INR per night,"Kohima War Cemetery, Dzükou Valley","Wildlife Safari, Cultural Tours, River Rafting",Low,3.8/5,Summer,"English, Nagamese",Safe for Solo Travelers,Yes,Local Traditions,9,1184,871,2,3.8,15,667,1469,112,574,4006,7570,1220,3196
Mizoram,Rainy,Medium,47503,Cost Level: Low,Local Cuisine: 962 INR per day,Homestay: 4908 INR per night,"Phawngpui National Park, Vantawng Falls","River Rafting, Boating",High,3.7/5,Summer,Mizo,Very Safe,No,Art Exhibitions,10,1640,962,2,3.7,30,619,1798,274,901,4548,7637,1269,3778
Manipur,Pleasant,Medium,35604,Cost Level: High,Local Cuisine: 1615 INR per day,Luxury Resort: 2070 INR per night,"Loktak Lake, Kangla Fort",Trekking,Moderate,3.9/5,Winter,Manipuri,Moderately Safe,No,Art Exhibitions,6,820,1615,2,3.9,6,745,1489,163,754,3644,7626,1903,3884
Meghalaya,Pleasant,Low,13654,Cost Level: Low,Local Cuisine: 1680 INR per day,Homestay: 1884 INR per night,"Cherrapunji, Living Root Bridges","Boating, Wildlife Safari, Cultural Tours",High,4.0/5,Summer,"Khasi, Garo",Safe for Solo Travelers,Yes,Local Traditions,4,1362,1680,2,4.0,29,441,1335,279,898,4145,6004,1026,3851
Meghalaya,Chilly,Medium,25251,Cost Level: High,Local Cuisine: 731 INR per day,3-star: 4573 INR per night,"Cherrapunji, Living Root Bridges","Boating, Wildlife Safari",Low,3.9/5,Winter,"Khasi, Garo",Moderately Safe,No,Local Traditions,6,1311,731,2,3.9,7,576,1120,208,829,3001,6517,1423,3922
Arunachal Pradesh,Sunny,Medium,42580,Cost Level: High,Local Cuisine: 1440 INR per day,Luxury Resort: 3945 INR per night,"Tawang Monastery, Ziro Valley","River Rafting, Wildlife Safari",Moderate,4.0/5,Monsoon,"Hindi, English",Moderately Safe,Yes,Art Exhibitions,3,1567,1440,2,4.0,23,541,1107,241,739,3366,9866,1234,3013
Tripura,Rainy,Low,7866,Cost Level: High,Local Cuisine: 1153 INR per day,3-star: 2935 INR per night,"Neermahal, Ujjayanta Palace","Boating, Wildlife Safari, Cultural Tours",High,4.2/5,Winter,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Festival,4,1508,1153,2,4.2,29,381,1085,171,973,4412,8416,1521,2838
Assam,Pleasant,High,17186,Cost Level: Low,Local Cuisine: 773 INR per day,3-star: 1917 INR per night,"Majuli Island, Kaziranga National Park","Wildlife Safari, Boating",Moderate,4.8/5,Summer,Assamese,Safe for Solo Travelers,Yes,Local Traditions,3,1136,773,2,4.8,19,603,1922,111,814,3714,7429,1548,3012
Tripura,Pleasant,Low,10695,Cost Level: High,Local Cuisine: 513 INR per day,Homestay: 1165 INR per night,"Neermahal, Ujjayanta Palace","River Rafting, Boating",Moderate,4.9/5,Summer,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Art Exhibitions,10,1381,513,2,4.9,14,691,1978,216,627,4941,7462,1227,3660
Mizoram,Sunny,Medium,16795,Cost Level: High,Local Cuisine: 779 INR per day,Homestay: 3602 INR per night,"Phawngpui National Park, Vantawng Falls","Cultural Tours, Trekking",Moderate,4.2/5,Monsoon,Mizo,Very Safe,No,Art Exhibitions,7,824,779,2,4.2,30,632,1054,298,894,3428,7774,1605,3145
Manipur,Rainy,High,28238,Cost Level: High,Local Cuisine: 692 INR per day,Homestay: 2932 INR per night,"Loktak Lake, Kangla Fort","River Rafting, Wildlife Safari",High,4.6/5,Winter,Manipuri,Moderately Safe,Yes,Local Traditions,8,1982,692,2,4.6,6,447,1962,224,911,4395,6451,1208,3145
Tripura,Rainy,Medium,43830,Cost Level: High,Local Cuisine: 597 INR per day,3-star: 3570 INR per night,"Ujjayanta Palace, Neermahal","Trekking, River Rafting",Moderate,3.5/5,Monsoon,"Bengali, Kokborok",Safe for Solo Travelers,No,Art Exhibitions,6,1218,597,2,3.5,17,517,1941,244,645,3569,6376,1944,2933
Meghalaya,Sunny,Low,39347,Cost Level: Low,Local Cuisine: 1613 INR per day,Luxury Resort: 3938 INR per night,"Living Root Bridges, Cherrapunji",Boating,Moderate,4.6/5,Winter,"Khasi, Garo",Moderately Safe,Yes,Art Exhibitions,7,1996,1613,2,4.6,29,597,1378,226,581,3150,9551,1005,2918
Mizoram,Chilly,High,36436,Cost Level: Low,Local Cuisine: 528 INR per day,Homestay: 3082 INR per night,"Phawngpui National Park, Vantawng Falls","Cultural Tours, Trekking",Low,4.6/5,Monsoon,Mizo,Very Safe,Yes,Festival,4,1661,528,2,4.6,9,728,1049,144,508,3135,6858,1201,3250
Mizoram,Chilly,Medium,49581,Cost Level: High,Local Cuisine: 1769 INR per day,3-star: 2453 INR per night,"Vantawng Falls, Phawngpui National Park",Trekking,Moderate,4.9/5,Winter,Mizo,Very Safe,Yes,Local Traditions,6,1916,1769,2,4.9,21,788,1945,122,753,3907,6874,1656,3341
Assam,Pleasant,High,49867,Cost Level: Low,Local Cuisine: 1666 INR per day,Homestay: 2005 INR per night,"Kaziranga National Park, Majuli Island","Cultural Tours, Wildlife Safari, River Rafting",Low,4.4/5,Winter,Assamese,Moderately Safe,Yes,Art Exhibitions,10,617,1666,2,4.4,30,724,1229,230,872,4024,6623,1783,3037
Tripura,Rainy,Low,34039,Cost Level: High,Local Cuisine: 742 INR per day,Homestay: 2535 INR per night,"Neermahal, Ujjayanta Palace","Wildlife Safari, Cultural Tours, Trekking",Moderate,3.8/5,Monsoon,"Bengali, Kokborok",Moderately Safe,Yes,Art Exhibitions,5,544,742,2,3.8,15,321,1265,296,632,3440,8946,1984,3495
Meghalaya,Chilly,Low,48025,Cost Level: High,Local Cuisine: 1648 INR per day,Luxury Resort: 3756 INR per night,"Living Root Bridges, Cherrapunji","Boating, Trekking",Moderate,4.8/5,Monsoon,"Khasi, Garo",Very Safe,Yes,Art Exhibitions,7,871,1648,2,4.8,8,416,1794,158,960,3635,8125,1130,2644
Tripura,Rainy,Low,16667,Cost Level: High,Local Cuisine: 613 INR per day,Luxury Resort: 4856 INR per night,"Ujjayanta Palace, Neermahal",River Rafting,High,4.4/5,Winter,"Bengali, Kokborok",Safe for Solo Travelers,No,Local Traditions,7,1709,613,2,4.4,24,402,1445,152,698,3717,8391,887,3199
Arunachal Pradesh,Rainy,Medium,16127,Cost Level: Low,Local Cuisine: 1616 INR per day,Luxury Resort: 3298 INR per night,"Ziro Valley, Tawang Monastery","Trekking, Wildlife Safari, Boating",Low,3.8/5,Summer,"Hindi, English",Very Safe,No,Local Traditions,7,1811,1616,2,3.8,12,315,1749,226,536,4617,8916,1074,2726
Arunachal Pradesh,Sunny,Low,12078,Cost Level: Low,Local Cuisine: 509 INR per day,Luxury Resort: 1265 INR per night,"Ziro Valley, Tawang Monastery","River Rafting, Cultural Tours, Wildlife Safari",Low,4.9/5,Monsoon,"Hindi, English",Safe for Solo Travelers,Yes,Festival,7,1508,509,2,4.9,19,384,1019,172,874,4629,6903,978,2999
Mizoram,Rainy,Low,35176,Cost Level: High,Local Cuisine: 1010 INR per day,3-star: 1408 INR per night,"Phawngpui National Park, Vantawng Falls","Wildlife Safari, Boating",Moderate,4.1/5,Monsoon,Mizo,Very Safe,Yes,Local Traditions,8,625,1010,2,4.1,11,661,1987,159,774,4871,6032,1040,3352
Nagaland,Rainy,Medium,22657,Cost Level: Low,Local Cuisine: 1346 INR per day,Homestay: 2874 INR per night,"Dzükou Valley, Kohima War Cemetery","Trekking, Cultural Tours",High,4.3/5,Winter,"English, Nagamese",Safe for Solo Travelers,No,Art Exhibitions,6,1112,1346,2,4.3,20,566,1959,270,864,3749,6830,1457,2820
Meghalaya,Sunny,High,44350,Cost Level: High,Local Cuisine: 1628 INR per day,3-star: 3604 INR per night,"Cherrapunji, Living Root Bridges","Boating, Trekking",High,3.6/5,Winter,"Khasi, Garo",Safe for Solo Travelers,No,Art Exhibitions,7,1947,1628,2,3.6,8,601,1732,121,537,4311,7130,996,3687
Meghalaya,Sunny,Medium,8943,Cost Level: Low,Local Cuisine: 1086 INR per day,Luxury Resort: 4551 INR per night,"Living Root Bridges, Cherrapunji","Cultural Tours, Boating",Moderate,3.7/5,Summer,"Khasi, Garo",Moderately Safe,Yes,Festival,6,928,1086,2,3.7,28,320,1843,296,592,3388,9775,1226,3630
Nagaland,Sunny,Medium,37213,Cost Level: Low,Local Cuisine: 1399 INR per day,Luxury Resort: 2991 INR per night,"Kohima War Cemetery, Dzükou Valley","Trekking, Boating, Cultural Tours",High,4.2/5,Winter,"English, Nagamese",Safe for Solo Travelers,No,Festival,3,1240,1399,2,4.2,30,513,1074,235,609,3368,8955,1593,2745
Tripura,Chilly,Medium,40160,Cost Level: High,Local Cuisine: 1360 INR per day,3-star: 4063 INR per night,"Neermahal, Ujjayanta Palace",Trekking,Low,4.2/5,Winter,"Bengali, Kokborok",Moderately Safe,No,Festival,4,1265,1360,2,4.2,6,539,1782,267,585,4587,7184,1700,2950
Mizoram,Rainy,High,24579,Cost Level: Low,Local Cuisine: 671 INR per day,Homestay: 3178 INR per night,"Vantawng Falls, Phawngpui National Park","Trekking, Wildlife Safari",High,3.6/5,Summer,Mizo,Safe for Solo Travelers,No,Local Traditions,8,1599,671,2,3.6,23,752,1784,213,569,4822,7407,840,3673
Meghalaya,Pleasant,Low,26683,Cost Level: Low,Local Cuisine: 1856 INR per day,Homestay: 1107 INR per night,"Living Root Bridges, Cherrapunji","Wildlife Safari, Cultural Tours",Low,4.9/5,Monsoon,"Khasi, Garo",Very Safe,No,Festival,7,1119,1856,2,4.9,10,434,1419,197,642,4999,9502,1605,3192
Assam,Chilly,Medium,44741,Cost Level: High,Local Cuisine: 1110 INR per day,3-star: 1687 INR per night,"Kaziranga National Park, Majuli Island","Wildlife Safari, Trekking",Low,4.0/5,Monsoon,Assamese,Very Safe,Yes,Local Traditions,4,1287,1110,2,4.0,5,472,1267,157,777,4860,8813,1820,3434
Mizoram,Pleasant,Medium,46039,Cost Level: High,Local Cuisine: 1160 INR per day,Luxury Resort: 1481 INR per night,"Vantawng Falls, Phawngpui National Park",Cultural Tours,Low,5.0/5,Monsoon,Mizo,Safe for Solo Travelers,Yes,Art Exhibitions,3,909,1160,2,5.0,14,772,1572,177,997,4690,7203,1346,3682
Mizoram,Rainy,Low,37239,Cost Level: High,Local Cuisine: 983 INR per day,Luxury Resort: 1824 INR per night,"Vantawng Falls, Phawngpui National Park",Trekking,Low,4.3/5,Winter,Mizo,Very Safe,No,Festival,8,1147,983,2,4.3,24,681,1607,182,998,4441,6271,1498,2884
Manipur,Rainy,High,16429,Cost Level: Low,Local Cuisine: 640 INR per day,3-star: 1067 INR per night,"Kangla Fort, Loktak Lake","River Rafting, Trekking, Cultural Tours",Moderate,4.5/5,Monsoon,Manipuri,Safe for Solo Travelers,Yes,Festival,4,1915,640,2,4.5,20,449,1599,183,714,4131,7311,887,3522
Arunachal Pradesh,Sunny,Medium,18133,Cost Level: High,Local Cuisine: 703 INR per day,3-star: 1994 INR per night,"Tawang Monastery, Ziro Valley","Cultural Tours, Boating",High,4.6/5,Monsoon,"Hindi, English",Moderately Safe,No,Art Exhibitions,3,667,703,2,4.6,16,537,1355,263,659,4472,8468,1201,2994
Meghalaya,Sunny,Low,35551,Cost Level: Low,Local Cuisine: 972 INR per day,3-star: 4294 INR per night,"Cherrapunji, Living Root Bridges","Cultural Tours, River Rafting",Low,4.6/5,Summer,"Khasi, Garo",Moderately Safe,No,Festival,3,877,972,2,4.6,25,666,1384,156,788,3012,8790,1871,2863
Manipur,Sunny,High,29684,Cost Level: Low,Local Cuisine: 1521 INR per day,Homestay: 2723 INR per night,"Kangla Fort, Loktak Lake","Trekking, Wildlife Safari, Boating",Low,4.7/5,Monsoon,Manipuri,Moderately Safe,No,Local Traditions,9,1128,1521,2,4.7,24,609,1280,226,797,3954,9193,1859,2798
Manipur,Rainy,High,9291,Cost Level: Low,Local Cuisine: 1792 INR per day,Homestay: 2602 INR per night,"Kangla Fort, Loktak Lake",Boating,High,3.7/5,Winter,Manipuri,Moderately Safe,No,Local Traditions,4,675,1792,2,3.7,10,672,1762,238,859,4736,7450,1380,3223
Arunachal Pradesh,Sunny,High,22337,Cost Level: High,Local Cuisine: 1931 INR per day,3-star: 3817 INR per night,"Ziro Valley, Tawang Monastery","Wildlife Safari, Cultural Tours, Boating",Low,4.3/5,Monsoon,"Hindi, English",Very Safe,Yes,Festival,8,1487,1931,2,4.3,22,689,1272,204,985,3918,8158,1567,3109
Manipur,Chilly,Low,15250,Cost Level: Low,Local Cuisine: 1761 INR per day,Luxury Resort: 2877 INR per night,"Loktak Lake, Kangla Fort","Boating, Cultural Tours, Trekking",Moderate,3.7/5,Summer,Manipuri,Moderately Safe,Yes,Art Exhibitions,9,1236,1761,2,3.7,15,325,1420,287,908,3173,9318,1446,3608
Manipur,Pleasant,Low,22128,Cost Level: Low,Local Cuisine: 1947 INR per day,Homestay: 4233 INR per night,"Loktak Lake, Kangla Fort",Trekking,High,4.4/5,Summer,Manipuri,Safe for Solo Travelers,Yes,Art Exhibitions,9,1575,1947,2,4.4,25,631,1862,143,700,3851,7136,903,3289
Assam,Rainy,Low,33605,Cost Level: High,Local Cuisine: 1562 INR per day,Luxury Resort: 4616 INR per night,"Kaziranga National Park, Majuli Island",River Rafting,Low,4.5/5,Summer,Assamese,Very Safe,No,Local Traditions,10,782,1562,2,4.5,17,641,1793,241,643,3494,9484,1780,3220
Nagaland,Rainy,Medium,6062,Cost Level: High,Local Cuisine: 1520 INR per day,Luxury Resort: 1253 INR per night,"Dzükou Valley, Kohima War Cemetery","Trekking, Wildlife Safari, Cultural Tours",High,3.8/5,Summer,"English, Nagamese",Very Safe,No,Festival,8,1640,1520,2,3.8,14,405,1578,186,922,4310,8799,1861,2561
Tripura,Pleasant,Medium,24829,Cost Level: High,Local Cuisine: 748 INR per day,3-star: 3975 INR per night,"Ujjayanta Palace, Neermahal",Wildlife Safari,High,4.3/5,Monsoon,"Bengali, Kokborok",Very Safe,Yes,Local Traditions,4,1747,748,2,4.3,29,774,1644,278,898,3308,8456,841,2678
Arunachal Pradesh,Chilly,Low,26745,Cost Level: Low,Local Cuisine: 506 INR per day,3-star: 2052 INR per night,"Ziro Valley, Tawang Monastery","Wildlife Safari, Cultural Tours",Low,3.8/5,Monsoon,"Hindi, English",Moderately Safe,No,Local Traditions,9,1439,506,2,3.8,21,347,1052,114,588,4837,7660,955,3385
Arunachal Pradesh,Sunny,Low,42753,Cost Level: Low,Local Cuisine: 1235 INR per day,3-star: 4769 INR per night,"Tawang Monastery, Ziro Valley","River Rafting, Boating, Cultural Tours",Moderate,4.8/5,Monsoon,"Hindi, English",Safe for Solo Travelers,No,Local Traditions,9,555,1235,2,4.8,18,419,1044,143,527,4454,6498,1707,3332
Manipur,Rainy,High,30631,Cost Level: Low,Local Cuisine: 1034 INR per day,Homestay: 1708 INR per night,"Kangla Fort, Loktak Lake",Boating,Low,4.6/5,Winter,Manipuri,Moderately Safe,No,Local Traditions,8,1794,1034,2,4.6,8,690,1650,215,949,3058,9899,839,2922
Mizoram,Chilly,High,9901,Cost Level: High,Local Cuisine: 1632 INR per day,3-star: 4914 INR per night,"Vantawng Falls, Phawngpui National Park","Trekking, Wildlife Safari",Moderate,4.0/5,Monsoon,Mizo,Moderately Safe,No,Festival,6,1663,1632,2,4.0,9,748,1551,219,729,3771,6359,1308,2672
Assam,Rainy,High,16648,Cost Level: Low,Local Cuisine: 990 INR per day,Homestay: 4529 INR per night,"Kaziranga National Park, Majuli Island","Boating, Cultural Tours, Trekking",High,3.9/5,Winter,Assamese,Safe for Solo Travelers,No,Festival,9,984,990,2,3.9,13,774,1933,135,609,4194,7266,1016,3774
Assam,Pleasant,Low,29935,Cost Level: Low,Local Cuisine: 516 INR per day,Homestay: 4283 INR per night,"Kaziranga National Park, Majuli Island","Boating, Wildlife Safari",High,4.5/5,Winter,Assamese,Very Safe,Yes,Art Exhibitions,7,1532,516,2,4.5,27,527,1198,294,667,4168,9545,1794,2544
Nagaland,Pleasant,Low,33634,Cost Level: Low,Local Cuisine: 664 INR per day,Homestay: 4545 INR per night,"Kohima War Cemetery, Dzükou Valley",Boating,Moderate,4.2/5,Monsoon,"English, Nagamese",Very Safe,Yes,Art Exhibitions,5,1236,664,2,4.2,30,321,1652,292,591,4975,9677,961,3266
Nagaland,Pleasant,Low,34834,Cost Level: High,Local Cuisine: 1033 INR per day,Homestay: 4170 INR per night,"Kohima War Cemetery, Dzükou Valley",Trekking,Moderate,4.7/5,Monsoon,"English, Nagamese",Very Safe,No,Festival,10,902,1033,2,4.7,17,470,1519,140,845,4712,9072,1362,3178
Assam,Rainy,Low,25145,Cost Level: High,Local Cuisine: 1394 INR per day,Homestay: 1082 INR per night,"Majuli Island, Kaziranga National Park",Boating,High,4.6/5,Winter,Assamese,Very Safe,Yes,Art Exhibitions,7,1491,1394,2,4.6,23,679,1005,199,575,4408,8731,1743,3771
Arunachal Pradesh,Sunny,High,40398,Cost Level: High,Local Cuisine: 1719 INR per day,Luxury Resort: 4687 INR per night,"Tawang Monastery, Ziro Valley","Wildlife Safari, River Rafting",Moderate,3.7/5,Winter,"Hindi, English",Very Safe,Yes,Local Traditions,6,1141,1719,2,3.7,15,398,1013,138,931,4618,8007,1209,3200
Mizoram,Chilly,High,25105,Cost Level: Low,Local Cuisine: 1276 INR per day,Luxury Resort: 4622 INR per night,"Phawngpui National Park, Vantawng Falls","Trekking, Boating",Low,4.2/5,Monsoon,Mizo,Very Safe,No,Festival,10,813,1276,2,4.2,24,578,1379,210,555,4833,9738,806,3126
Manipur,Rainy,High,5870,Cost Level: High,Local Cuisine: 566 INR per day,3-star: 1827 INR per night,"Loktak Lake, Kangla Fort","Boating, Cultural Tours",High,4.6/5,Winter,Manipuri,Very Safe,No,Art Exhibitions,9,1390,566,2,4.6,28,406,1822,124,513,3803,8790,1467,2959
Manipur,Chilly,Medium,39699,Cost Level: High,Local Cuisine: 1501 INR per day,Luxury Resort: 1646 INR per night,"Loktak Lake, Kangla Fort",Boating,Moderate,4.9/5,Winter,Manipuri,Safe for Solo Travelers,No,Festival,5,1775,1501,2,4.9,20,729,1342,278,926,3678,9895,968,3778
Manipur,Pleasant,High,24376,Cost Level: High,Local Cuisine: 879 INR per day,Luxury Resort: 4447 INR per night,"Loktak Lake, Kangla Fort","Cultural Tours, Wildlife Safari",Moderate,3.7/5,Monsoon,Manipuri,Very Safe,No,Art Exhibitions,5,1753,879,2,3.7,8,399,1926,262,859,4487,6842,820,2992
Assam,Chilly,High,10543,Cost Level: High,Local Cuisine: 1239 INR per day,3-star: 2551 INR per night,"Kaziranga National Park, Majuli Island","Boating, Trekking, Wildlife Safari",Low,3.6/5,Winter,Assamese,Moderately Safe,No,Festival,4,1460,1239,2,3.6,30,354,1095,172,743,4836,9752,1257,2501
Nagaland,Pleasant,Medium,8249,Cost Level: High,Local Cuisine: 1219 INR per day,3-star: 1900 INR per night,"Dzükou Valley, Kohima War Cemetery","Cultural Tours, Wildlife Safari, Boating",Moderate,3.9/5,Winter,"English, Nagamese",Moderately Safe,No,Local Traditions,6,1909,1219,2,3.9,10,721,1277,164,705,3574,6192,836,2790
Assam,Chilly,High,32778,Cost Level: Low,Local Cuisine: 521 INR per day,Homestay: 3761 INR per night,"Majuli Island, Kaziranga National Park",Wildlife Safari,Moderate,4.5/5,Winter,Assamese,Safe for Solo Travelers,Yes,Art Exhibitions,10,1174,521,2,4.5,21,473,1465,161,702,3637,6565,1770,3228
Arunachal Pradesh,Chilly,Medium,10668,Cost Level: Low,Local Cuisine: 1548 INR per day,3-star: 4453 INR per night,"Tawang Monastery, Ziro Valley",Wildlife Safari,Low,4.3/5,Monsoon,"Hindi, English",Safe for Solo Travelers,Yes,Art Exhibitions,5,1023,1548,2,4.3,13,477,1231,265,735,4090,9079,1222,2993
Nagaland,Sunny,High,8404,Cost Level: High,Local Cuisine: 1014 INR per day,3-star: 4970 INR per night,"Dzükou Valley, Kohima War Cemetery",Cultural Tours,Low,5.0/5,Winter,"English, Nagamese",Very Safe,No,Art Exhibitions,8,1108,1014,2,5.0,10,302,1014,229,864,3716,8929,1523,3797
Meghalaya,Pleasant,Low,29455,Cost Level: Low,Local Cuisine: 1082 INR per day,3-star: 1513 INR per night,"Living Root Bridges, Cherrapunji",River Rafting,High,4.9/5,Summer,"Khasi, Garo",Safe for Solo Travelers,No,Festival,7,797,1082,2,4.9,17,445,1710,262,837,4931,6623,1619,3769
Nagaland,Chilly,Medium,37696,Cost Level: High,Local Cuisine: 890 INR per day,3-star: 4347 INR per night,"Kohima War Cemetery, Dzükou Valley",Boating,High,4.8/5,Winter,"English, Nagamese",Safe for Solo Travelers,Yes,Local Traditions,7,827,890,2,4.8,30,450,1357,164,559,3029,8712,1658,3087
Mizoram,Rainy,High,6732,Cost Level: Low,Local Cuisine: 1824 INR per day,Homestay: 3896 INR per night,"Phawngpui National Park, Vantawng Falls","River Rafting, Wildlife Safari",Low,3.6/5,Monsoon,Mizo,Moderately Safe,Yes,Local Traditions,8,1998,1824,2,3.6,9,309,1010,229,869,4628,8903,1325,3261
